"Date" "NHSBoard" "TotalAttendances" "Within4Hours" "Over4Hours" "Over8Hours" "Over12Hours"
"811" 2012-04-30 "NHS Tayside" 9156 9061 95 6 1
"812" 2012-04-30 "NHS Western Isles" 745 729 16 1 0
"813" 2012-05-31 "NHS Ayrshire & Arran" 11138 10080 1058 29 4
"814" 2012-05-31 "NHS Borders" 2311 2250 61 0 0
"815" 2012-05-31 "NHS Dumfries & Galloway" 4242 3968 274 3 0
"816" 2012-05-31 "NHS Fife" 7826 7536 290 38 1
"817" 2012-05-31 "NHS Forth Valley" 6792 6278 514 27 0
"818" 2012-05-31 "NHS Grampian" 13184 12758 426 26 5
"819" 2012-05-31 "NHS Greater Glasgow & Clyde" 42393 39953 2440 98 2
"820" 2012-05-31 "NHS Highland" 8884 8671 213 5 0
"821" 2012-05-31 "NHS Lanarkshire" 17522 16644 878 79 32
"822" 2012-05-31 "NHS Lothian" 21855 20292 1563 150 21
"823" 2012-05-31 "NHS Orkney" 301 296 5 1 0
"824" 2012-05-31 "NHS Shetland" 705 700 5 0 0
"825" 2012-05-31 "NHS Tayside" 10224 10054 170 2 0
"826" 2012-05-31 "NHS Western Isles" 770 761 9 1 0
"827" 2012-06-30 "NHS Ayrshire & Arran" 10457 9757 700 38 10
"828" 2012-06-30 "NHS Borders" 2203 2179 24 0 0
"829" 2012-06-30 "NHS Dumfries & Galloway" 4090 3900 190 4 0
"830" 2012-06-30 "NHS Fife" 7248 6927 321 64 7
"831" 2012-06-30 "NHS Forth Valley" 6370 6119 251 7 0
"832" 2012-06-30 "NHS Grampian" 12160 11821 339 36 1
"833" 2012-06-30 "NHS Greater Glasgow & Clyde" 38647 36500 2147 57 1
"834" 2012-06-30 "NHS Highland" 8732 8574 158 6 1
"835" 2012-06-30 "NHS Lanarkshire" 16286 15430 856 76 18
"836" 2012-06-30 "NHS Lothian" 21166 19450 1716 146 12
"837" 2012-06-30 "NHS Orkney" 326 321 5 1 0
"838" 2012-06-30 "NHS Shetland" 719 715 4 0 0
"839" 2012-06-30 "NHS Tayside" 9627 9535 92 1 0
"840" 2012-06-30 "NHS Western Isles" 820 802 18 0 0
"841" 2012-07-31 "NHS Ayrshire & Arran" 10216 9852 364 16 6
"842" 2012-07-31 "NHS Borders" 2227 2169 58 1 0
"843" 2012-07-31 "NHS Dumfries & Galloway" 4170 3878 292 5 0
"844" 2012-07-31 "NHS Fife" 7154 7036 118 3 0
"845" 2012-07-31 "NHS Forth Valley" 6203 5919 284 3 0
"846" 2012-07-31 "NHS Grampian" 12015 11692 323 18 0
"847" 2012-07-31 "NHS Greater Glasgow & Clyde" 37497 35885 1612 28 0
"848" 2012-07-31 "NHS Highland" 8827 8658 169 7 0
"849" 2012-07-31 "NHS Lanarkshire" 15589 14858 731 56 17
"850" 2012-07-31 "NHS Lothian" 20197 19097 1100 100 17
"851" 2012-07-31 "NHS Orkney" 277 271 6 1 0
"852" 2012-07-31 "NHS Shetland" 712 708 4 0 0
"853" 2012-07-31 "NHS Tayside" 9601 9518 83 1 0
"854" 2012-07-31 "NHS Western Isles" 822 812 10 0 0
"855" 2012-08-31 "NHS Ayrshire & Arran" 10960 10319 641 5 2
"856" 2012-08-31 "NHS Borders" 2303 2257 46 0 0
"857" 2012-08-31 "NHS Dumfries & Galloway" 4379 4113 266 7 0
"858" 2012-08-31 "NHS Fife" 7965 7876 89 4 0
"859" 2012-08-31 "NHS Forth Valley" 6552 6194 358 9 0
"860" 2012-08-31 "NHS Grampian" 12796 12369 427 18 1
"861" 2012-08-31 "NHS Greater Glasgow & Clyde" 39602 37873 1729 34 0
"862" 2012-08-31 "NHS Highland" 9635 9455 180 4 0
"863" 2012-08-31 "NHS Lanarkshire" 16983 15763 1220 74 3
"864" 2012-08-31 "NHS Lothian" 21738 20245 1493 96 10
"865" 2012-08-31 "NHS Orkney" 336 332 4 0 0
"866" 2012-08-31 "NHS Shetland" 666 666 0 0 0
"867" 2012-08-31 "NHS Tayside" 10216 10095 121 3 0
"868" 2012-08-31 "NHS Western Isles" 804 793 11 0 0
"869" 2012-09-30 "NHS Ayrshire & Arran" 10151 9548 603 25 0
"870" 2012-09-30 "NHS Borders" 2516 2447 69 0 0
"871" 2012-09-30 "NHS Dumfries & Galloway" 4101 3816 285 17 2
"872" 2012-09-30 "NHS Fife" 7612 7528 84 14 1
"873" 2012-09-30 "NHS Forth Valley" 6395 5867 528 20 1
"874" 2012-09-30 "NHS Grampian" 13068 12745 323 15 1
"875" 2012-09-30 "NHS Greater Glasgow & Clyde" 38220 36365 1855 74 0
"876" 2012-09-30 "NHS Highland" 8376 8200 176 1 0
"877" 2012-09-30 "NHS Lanarkshire" 16118 14705 1413 146 43
"878" 2012-09-30 "NHS Lothian" 21167 19610 1557 134 13
"879" 2012-09-30 "NHS Orkney" 250 247 3 0 0
"880" 2012-09-30 "NHS Shetland" 614 606 8 0 0
"881" 2012-09-30 "NHS Tayside" 9874 9795 79 1 0
"882" 2012-09-30 "NHS Western Isles" 681 671 10 0 0
"883" 2012-10-31 "NHS Ayrshire & Arran" 9929 9169 760 41 2
"884" 2012-10-31 "NHS Borders" 2106 2075 31 1 0
"885" 2012-10-31 "NHS Dumfries & Galloway" 3807 3576 231 6 0
"886" 2012-10-31 "NHS Fife" 7101 6889 212 47 6
"887" 2012-10-31 "NHS Forth Valley" 6289 5674 615 32 7
"888" 2012-10-31 "NHS Grampian" 11677 11274 403 55 14
"889" 2012-10-31 "NHS Greater Glasgow & Clyde" 37924 35996 1928 79 0
"890" 2012-10-31 "NHS Highland" 7444 7246 198 9 0
"891" 2012-10-31 "NHS Lanarkshire" 15811 14355 1456 165 59
"892" 2012-10-31 "NHS Lothian" 20865 19303 1562 147 9
"893" 2012-10-31 "NHS Orkney" 298 294 4 1 1
"894" 2012-10-31 "NHS Shetland" 610 605 5 0 0
"895" 2012-10-31 "NHS Tayside" 8911 8846 65 2 0
"896" 2012-10-31 "NHS Western Isles" 652 639 13 0 0
"897" 2012-11-30 "NHS Ayrshire & Arran" 9399 8845 554 18 1
"898" 2012-11-30 "NHS Borders" 2089 1999 90 6 0
"899" 2012-11-30 "NHS Dumfries & Galloway" 3423 3287 136 1 0
"900" 2012-11-30 "NHS Fife" 7026 6582 444 135 43
"901" 2012-11-30 "NHS Forth Valley" 5681 5345 336 7 0
"902" 2012-11-30 "NHS Grampian" 11525 11020 505 65 9
"903" 2012-11-30 "NHS Greater Glasgow & Clyde" 36807 34866 1941 50 0
"904" 2012-11-30 "NHS Highland" 6881 6739 142 2 0
"905" 2012-11-30 "NHS Lanarkshire" 15145 13564 1581 178 47
"906" 2012-11-30 "NHS Lothian" 20470 17901 2569 310 38
"907" 2012-11-30 "NHS Orkney" 292 284 8 0 0
"908" 2012-11-30 "NHS Shetland" 627 621 6 0 0
"909" 2012-11-30 "NHS Tayside" 8384 8318 66 0 0
"910" 2012-11-30 "NHS Western Isles" 647 633 14 0 0
"911" 2012-12-31 "NHS Ayrshire & Arran" 9848 8643 1205 116 24
"912" 2012-12-31 "NHS Borders" 2138 2029 109 4 0
"913" 2012-12-31 "NHS Dumfries & Galloway" 3692 3518 174 0 0
"914" 2012-12-31 "NHS Fife" 6954 6334 620 199 65
"915" 2012-12-31 "NHS Forth Valley" 5939 5098 841 91 22
"916" 2012-12-31 "NHS Grampian" 12507 11789 718 84 8
"917" 2012-12-31 "NHS Greater Glasgow & Clyde" 37205 33624 3581 298 9
"918" 2012-12-31 "NHS Highland" 7415 7255 160 6 0
"919" 2012-12-31 "NHS Lanarkshire" 15571 13146 2425 373 117
"920" 2012-12-31 "NHS Lothian" 20824 17949 2875 380 78
"921" 2012-12-31 "NHS Orkney" 281 277 4 0 0
"922" 2012-12-31 "NHS Shetland" 642 634 8 0 0
"923" 2012-12-31 "NHS Tayside" 8861 8721 140 3 0
"924" 2012-12-31 "NHS Western Isles" 576 566 10 0 0
"925" 2013-01-31 "NHS Ayrshire & Arran" 9480 8074 1406 102 13
"926" 2013-01-31 "NHS Borders" 2044 1953 91 4 0
"927" 2013-01-31 "NHS Dumfries & Galloway" 3622 3377 245 8 0
"928" 2013-01-31 "NHS Fife" 6462 5990 472 100 28
"929" 2013-01-31 "NHS Forth Valley" 5533 4831 702 141 42
"930" 2013-01-31 "NHS Grampian" 11128 10555 573 56 4
"931" 2013-01-31 "NHS Greater Glasgow & Clyde" 35875 31493 4382 514 40
"932" 2013-01-31 "NHS Highland" 6959 6772 187 5 0
"933" 2013-01-31 "NHS Lanarkshire" 15090 12598 2492 573 222
"934" 2013-01-31 "NHS Lothian" 19824 17490 2334 375 75
"935" 2013-01-31 "NHS Orkney" 243 238 5 0 0
"936" 2013-01-31 "NHS Shetland" 681 672 9 0 0
"937" 2013-01-31 "NHS Tayside" 8151 8071 80 1 0
"938" 2013-01-31 "NHS Western Isles" 596 583 13 1 0
"939" 2013-02-28 "NHS Ayrshire & Arran" 8880 7825 1055 103 22
"940" 2013-02-28 "NHS Borders" 1915 1855 60 2 0
"941" 2013-02-28 "NHS Dumfries & Galloway" 3494 3301 193 1 0
"942" 2013-02-28 "NHS Fife" 6435 5938 497 116 14
"943" 2013-02-28 "NHS Forth Valley" 5513 5026 487 12 0
"944" 2013-02-28 "NHS Grampian" 11204 10757 447 20 1
"945" 2013-02-28 "NHS Greater Glasgow & Clyde" 34201 30459 3742 317 21
"946" 2013-02-28 "NHS Highland" 6861 6688 173 5 0
"947" 2013-02-28 "NHS Lanarkshire" 14312 12976 1336 133 23
"948" 2013-02-28 "NHS Lothian" 18568 16922 1646 190 8
"949" 2013-02-28 "NHS Orkney" 233 226 7 0 0
"950" 2013-02-28 "NHS Shetland" 548 546 2 0 0
"951" 2013-02-28 "NHS Tayside" 7931 7810 121 1 0
"952" 2013-02-28 "NHS Western Isles" 598 590 8 0 0
"953" 2013-03-31 "NHS Ayrshire & Arran" 10088 9035 1053 64 3
"954" 2013-03-31 "NHS Borders" 2216 2149 67 4 0
"955" 2013-03-31 "NHS Dumfries & Galloway" 3897 3665 232 5 0
"956" 2013-03-31 "NHS Fife" 7083 6865 218 22 4
"957" 2013-03-31 "NHS Forth Valley" 5647 4947 700 117 31
"958" 2013-03-31 "NHS Grampian" 12497 11903 594 35 2
"959" 2013-03-31 "NHS Greater Glasgow & Clyde" 38180 34205 3975 181 4
"960" 2013-03-31 "NHS Highland" 7844 7654 190 8 1
"961" 2013-03-31 "NHS Lanarkshire" 15588 14304 1284 113 17
"962" 2013-03-31 "NHS Lothian" 20487 18047 2440 328 27
"963" 2013-03-31 "NHS Orkney" 276 272 4 0 0
"964" 2013-03-31 "NHS Shetland" 650 647 3 0 0
"965" 2013-03-31 "NHS Tayside" 8767 8656 111 1 0
"966" 2013-03-31 "NHS Western Isles" 634 627 7 0 0
"967" 2013-04-30 "NHS Ayrshire & Arran" 10269 9114 1155 109 16
"968" 2013-04-30 "NHS Borders" 2306 2220 86 6 0
"969" 2013-04-30 "NHS Dumfries & Galloway" 3894 3678 216 3 0
"970" 2013-04-30 "NHS Fife" 7311 6833 478 93 3
"971" 2013-04-30 "NHS Forth Valley" 6000 5218 782 133 38
"972" 2013-04-30 "NHS Grampian" 12516 11863 653 58 4
"973" 2013-04-30 "NHS Greater Glasgow & Clyde" 37888 34526 3362 164 5
"974" 2013-04-30 "NHS Highland" 7865 7673 192 6 1
"975" 2013-04-30 "NHS Lanarkshire" 15897 13976 1921 241 85
"976" 2013-04-30 "NHS Lothian" 20882 18496 2386 255 9
"977" 2013-04-30 "NHS Orkney" 245 240 5 0 0
"978" 2013-04-30 "NHS Shetland" 630 627 3 1 0
"979" 2013-04-30 "NHS Tayside" 9208 9096 112 2 0
"980" 2013-04-30 "NHS Western Isles" 631 619 12 1 0
"981" 2013-05-31 "NHS Ayrshire & Arran" 10545 9726 819 44 5
"982" 2013-05-31 "NHS Borders" 2199 2180 19 0 0
"983" 2013-05-31 "NHS Dumfries & Galloway" 4100 3884 216 3 0
"984" 2013-05-31 "NHS Fife" 7655 7393 262 26 4
"985" 2013-05-31 "NHS Forth Valley" 6616 6363 253 28 6
"986" 2013-05-31 "NHS Grampian" 13388 13014 374 9 1
"987" 2013-05-31 "NHS Greater Glasgow & Clyde" 39185 36216 2969 106 2
"988" 2013-05-31 "NHS Highland" 8699 8467 232 8 1
"989" 2013-05-31 "NHS Lanarkshire" 16459 15074 1385 71 3
"990" 2013-05-31 "NHS Lothian" 21539 20446 1093 50 1
"991" 2013-05-31 "NHS Orkney" 332 325 7 1 0
"992" 2013-05-31 "NHS Shetland" 706 690 16 0 0
"993" 2013-05-31 "NHS Tayside" 9923 9865 58 0 0
"994" 2013-05-31 "NHS Western Isles" 692 688 4 0 0
"995" 2013-06-30 "NHS Ayrshire & Arran" 10336 9590 746 50 14
"996" 2013-06-30 "NHS Borders" 2199 2184 15 0 0
"997" 2013-06-30 "NHS Dumfries & Galloway" 4101 3950 151 4 0
"998" 2013-06-30 "NHS Fife" 7565 7299 266 17 0
"999" 2013-06-30 "NHS Forth Valley" 6765 6400 365 19 2
"1000" 2013-06-30 "NHS Grampian" 12863 12648 215 4 0
"1001" 2013-06-30 "NHS Greater Glasgow & Clyde" 38556 35371 3185 75 0
"1002" 2013-06-30 "NHS Highland" 8781 8609 172 5 0
"1003" 2013-06-30 "NHS Lanarkshire" 16193 14988 1205 74 6
"1004" 2013-06-30 "NHS Lothian" 20876 19750 1126 64 2
"1005" 2013-06-30 "NHS Orkney" 332 326 6 0 0
"1006" 2013-06-30 "NHS Shetland" 747 740 7 0 0
"1007" 2013-06-30 "NHS Tayside" 9820 9743 77 0 0
"1008" 2013-06-30 "NHS Western Isles" 768 752 16 0 0
"1009" 2013-07-31 "NHS Ayrshire & Arran" 11351 10745 606 11 0
"1010" 2013-07-31 "NHS Borders" 2453 2432 21 0 0
"1011" 2013-07-31 "NHS Dumfries & Galloway" 4492 4282 210 1 0
"1012" 2013-07-31 "NHS Fife" 7930 7743 187 16 0
"1013" 2013-07-31 "NHS Forth Valley" 6844 6593 251 2 0
"1014" 2013-07-31 "NHS Grampian" 13485 13295 190 2 0
"1015" 2013-07-31 "NHS Greater Glasgow & Clyde" 39809 37459 2350 32 0
"1016" 2013-07-31 "NHS Highland" 9643 9466 177 5 1
"1017" 2013-07-31 "NHS Lanarkshire" 16563 15657 906 31 1
"1018" 2013-07-31 "NHS Lothian" 20764 19747 1017 46 2
"1019" 2013-07-31 "NHS Orkney" 295 289 6 0 0
"1020" 2013-07-31 "NHS Shetland" 673 671 2 0 0
"1021" 2013-07-31 "NHS Tayside" 10104 10036 68 1 0
"1022" 2013-07-31 "NHS Western Isles" 909 901 8 0 0
"1023" 2013-08-31 "NHS Ayrshire & Arran" 10852 10244 608 17 1
"1024" 2013-08-31 "NHS Borders" 2485 2430 55 1 0
"1025" 2013-08-31 "NHS Dumfries & Galloway" 4390 4161 229 0 0
"1026" 2013-08-31 "NHS Fife" 7863 7664 199 7 0
"1027" 2013-08-31 "NHS Forth Valley" 6986 6503 483 13 0
"1028" 2013-08-31 "NHS Grampian" 12842 12428 414 9 2
"1029" 2013-08-31 "NHS Greater Glasgow & Clyde" 39282 36804 2478 57 0
"1030" 2013-08-31 "NHS Highland" 9514 9291 223 3 1
"1031" 2013-08-31 "NHS Lanarkshire" 16234 15099 1135 38 0
"1032" 2013-08-31 "NHS Lothian" 21702 20656 1046 55 2
"1033" 2013-08-31 "NHS Orkney" 400 395 5 0 0
"1034" 2013-08-31 "NHS Shetland" 665 660 5 0 0
"1035" 2013-08-31 "NHS Tayside" 10148 10042 106 0 0
"1036" 2013-08-31 "NHS Western Isles" 745 726 19 0 0
"1037" 2013-09-30 "NHS Ayrshire & Arran" 10152 9471 681 37 2
"1038" 2013-09-30 "NHS Borders" 2388 2344 44 1 0
"1039" 2013-09-30 "NHS Dumfries & Galloway" 4027 3778 249 4 0
"1040" 2013-09-30 "NHS Fife" 7558 7267 291 17 0
"1041" 2013-09-30 "NHS Forth Valley" 6476 6050 426 49 10
"1042" 2013-09-30 "NHS Grampian" 12768 12309 459 26 0
"1043" 2013-09-30 "NHS Greater Glasgow & Clyde" 37224 35092 2132 89 0
"1044" 2013-09-30 "NHS Highland" 8369 8165 204 3 0
"1045" 2013-09-30 "NHS Lanarkshire" 15310 14105 1205 71 9
"1046" 2013-09-30 "NHS Lothian" 21087 19829 1258 141 6
"1047" 2013-09-30 "NHS Orkney" 413 412 1 0 0
"1048" 2013-09-30 "NHS Shetland" 639 629 10 1 0
"1049" 2013-09-30 "NHS Tayside" 9584 9485 99 1 0
"1050" 2013-09-30 "NHS Western Isles" 663 650 13 0 0
"1051" 2013-10-31 "NHS Ayrshire & Arran" 9635 9060 575 13 0
"1052" 2013-10-31 "NHS Borders" 2399 2352 47 1 0
"1053" 2013-10-31 "NHS Dumfries & Galloway" 3770 3604 166 1 0
"1054" 2013-10-31 "NHS Fife" 7087 6755 332 25 5
"1055" 2013-10-31 "NHS Forth Valley" 6038 5634 404 17 0
"1056" 2013-10-31 "NHS Grampian" 11579 11205 374 24 2
"1057" 2013-10-31 "NHS Greater Glasgow & Clyde" 37430 34438 2992 116 4
"1058" 2013-10-31 "NHS Highland" 7563 7372 191 3 0
"1059" 2013-10-31 "NHS Lanarkshire" 15314 13790 1524 109 22
"1060" 2013-10-31 "NHS Lothian" 20670 19318 1352 103 10
"1061" 2013-10-31 "NHS Orkney" 419 414 5 1 1
"1062" 2013-10-31 "NHS Shetland" 641 635 6 0 0
"1063" 2013-10-31 "NHS Tayside" 8908 8836 72 2 1
"1064" 2013-10-31 "NHS Western Isles" 597 591 6 0 0
"1065" 2013-11-30 "NHS Ayrshire & Arran" 9087 8495 592 47 18
"1066" 2013-11-30 "NHS Borders" 2153 2108 45 0 0
"1067" 2013-11-30 "NHS Dumfries & Galloway" 3521 3369 152 3 0
"1068" 2013-11-30 "NHS Fife" 6688 6644 44 2 0
"1069" 2013-11-30 "NHS Forth Valley" 5814 5529 285 17 0
"1070" 2013-11-30 "NHS Grampian" 11167 10845 322 8 1
"1071" 2013-11-30 "NHS Greater Glasgow & Clyde" 35819 33242 2577 56 0
"1072" 2013-11-30 "NHS Highland" 7149 6982 167 4 2
"1073" 2013-11-30 "NHS Lanarkshire" 14577 13452 1125 115 15
"1074" 2013-11-30 "NHS Lothian" 20067 18810 1257 150 20
"1075" 2013-11-30 "NHS Orkney" 397 393 4 0 0
"1076" 2013-11-30 "NHS Shetland" 597 593 4 0 0
"1077" 2013-11-30 "NHS Tayside" 8199 8152 47 0 0
"1078" 2013-11-30 "NHS Western Isles" 582 575 7 1 0
"1079" 2013-12-31 "NHS Ayrshire & Arran" 9396 8751 645 25 0
"1080" 2013-12-31 "NHS Borders" 2230 2183 47 0 0
"1081" 2013-12-31 "NHS Dumfries & Galloway" 3840 3672 168 4 0
"1082" 2013-12-31 "NHS Fife" 6646 6547 99 3 0
"1083" 2013-12-31 "NHS Forth Valley" 5609 5248 361 19 0
"1084" 2013-12-31 "NHS Grampian" 11922 11300 622 28 1
"1085" 2013-12-31 "NHS Greater Glasgow & Clyde" 35411 32089 3322 158 7
"1086" 2013-12-31 "NHS Highland" 7564 7297 267 5 1
"1087" 2013-12-31 "NHS Lanarkshire" 14298 13161 1137 74 16
"1088" 2013-12-31 "NHS Lothian" 19782 18259 1523 163 17
"1089" 2013-12-31 "NHS Orkney" 394 389 5 0 0
"1090" 2013-12-31 "NHS Shetland" 637 627 10 0 0
"1091" 2013-12-31 "NHS Tayside" 8496 8425 71 0 0
"1092" 2013-12-31 "NHS Western Isles" 566 556 10 1 0
"1093" 2014-01-31 "NHS Ayrshire & Arran" 9553 8441 1112 112 21
"1094" 2014-01-31 "NHS Borders" 2246 2165 81 6 0
"1095" 2014-01-31 "NHS Dumfries & Galloway" 3728 3561 167 3 0
"1096" 2014-01-31 "NHS Fife" 6889 6708 181 8 0
"1097" 2014-01-31 "NHS Forth Valley" 5859 5463 396 42 0
"1098" 2014-01-31 "NHS Grampian" 11096 10591 505 35 4
"1099" 2014-01-31 "NHS Greater Glasgow & Clyde" 36442 32821 3621 284 16
"1100" 2014-01-31 "NHS Highland" 7387 7178 209 1 0
"1101" 2014-01-31 "NHS Lanarkshire" 15196 13505 1691 168 56
"1102" 2014-01-31 "NHS Lothian" 20342 18381 1961 283 49
"1103" 2014-01-31 "NHS Orkney" 392 382 10 1 0
"1104" 2014-01-31 "NHS Shetland" 655 640 15 0 0
"1105" 2014-01-31 "NHS Tayside" 8473 8399 74 0 0
"1106" 2014-01-31 "NHS Western Isles" 527 519 8 1 0
"1107" 2014-02-28 "NHS Ayrshire & Arran" 8858 8180 678 31 0
"1108" 2014-02-28 "NHS Borders" 1980 1917 63 4 0
"1109" 2014-02-28 "NHS Dumfries & Galloway" 3530 3307 223 3 1
"1110" 2014-02-28 "NHS Fife" 6741 6471 270 18 0
"1111" 2014-02-28 "NHS Forth Valley" 5425 5295 130 4 0
"1112" 2014-02-28 "NHS Grampian" 10877 10179 698 54 4
"1113" 2014-02-28 "NHS Greater Glasgow & Clyde" 34884 30875 4009 342 12
"1114" 2014-02-28 "NHS Highland" 6847 6645 202 1 1
"1115" 2014-02-28 "NHS Lanarkshire" 14345 12171 2174 243 49
"1116" 2014-02-28 "NHS Lothian" 19322 17856 1466 176 8
"1117" 2014-02-28 "NHS Orkney" 342 337 5 0 0
"1118" 2014-02-28 "NHS Shetland" 625 605 20 0 0
"1119" 2014-02-28 "NHS Tayside" 8278 8222 56 1 0
"1120" 2014-02-28 "NHS Western Isles" 502 489 13 0 0
"1121" 2014-03-31 "NHS Ayrshire & Arran" 10587 9921 666 21 0
"1122" 2014-03-31 "NHS Borders" 2400 2352 48 2 0
"1123" 2014-03-31 "NHS Dumfries & Galloway" 4023 3893 130 1 0
"1124" 2014-03-31 "NHS Fife" 7907 7572 335 17 0
"1125" 2014-03-31 "NHS Forth Valley" 6630 6442 188 2 0
"1126" 2014-03-31 "NHS Grampian" 12440 11815 625 45 0
"1127" 2014-03-31 "NHS Greater Glasgow & Clyde" 39520 35416 4104 319 3
"1128" 2014-03-31 "NHS Highland" 8150 7885 265 8 0
"1129" 2014-03-31 "NHS Lanarkshire" 16302 15068 1234 96 11
"1130" 2014-03-31 "NHS Lothian" 22451 20708 1743 231 25
"1131" 2014-03-31 "NHS Orkney" 418 413 5 0 0
"1132" 2014-03-31 "NHS Shetland" 713 704 9 0 0
"1133" 2014-03-31 "NHS Tayside" 9670 9598 72 0 0
"1134" 2014-03-31 "NHS Western Isles" 684 671 13 0 0
"1135" 2014-04-30 "NHS Ayrshire & Arran" 10670 10104 566 22 2
"1136" 2014-04-30 "NHS Borders" 2422 2330 92 5 0
"1137" 2014-04-30 "NHS Dumfries & Galloway" 4040 3871 169 7 0
"1138" 2014-04-30 "NHS Fife" 7435 7057 378 34 1
"1139" 2014-04-30 "NHS Forth Valley" 6434 6139 295 21 0
"1140" 2014-04-30 "NHS Grampian" 11908 11381 527 30 1
"1141" 2014-04-30 "NHS Greater Glasgow & Clyde" 38183 34044 4139 280 4
"1142" 2014-04-30 "NHS Highland" 8355 8110 245 9 0
"1143" 2014-04-30 "NHS Lanarkshire" 15872 14041 1831 186 48
"1144" 2014-04-30 "NHS Lothian" 20875 19562 1313 100 8
"1145" 2014-04-30 "NHS Orkney" 435 430 5 0 0
"1146" 2014-04-30 "NHS Shetland" 667 644 23 2 0
"1147" 2014-04-30 "NHS Tayside" 9448 9390 58 0 0
"1148" 2014-04-30 "NHS Western Isles" 686 674 12 0 0
"1149" 2014-05-31 "NHS Ayrshire & Arran" 11092 10142 950 51 3
"1150" 2014-05-31 "NHS Borders" 2641 2547 94 1 1
"1151" 2014-05-31 "NHS Dumfries & Galloway" 4264 4173 91 0 0
"1152" 2014-05-31 "NHS Fife" 8150 7866 284 16 0
"1153" 2014-05-31 "NHS Forth Valley" 6921 6481 440 28 0
"1154" 2014-05-31 "NHS Grampian" 12820 12167 653 46 7
"1155" 2014-05-31 "NHS Greater Glasgow & Clyde" 40652 36466 4186 305 4
"1156" 2014-05-31 "NHS Highland" 9189 8836 353 8 2
"1157" 2014-05-31 "NHS Lanarkshire" 16766 14673 2093 250 72
"1158" 2014-05-31 "NHS Lothian" 22170 20808 1362 83 1
"1159" 2014-05-31 "NHS Orkney" 500 491 9 0 0
"1160" 2014-05-31 "NHS Shetland" 722 695 27 0 0
"1161" 2014-05-31 "NHS Tayside" 10088 10001 87 1 0
"1162" 2014-05-31 "NHS Western Isles" 700 684 16 0 0
"1163" 2014-06-30 "NHS Ayrshire & Arran" 10993 10566 427 20 10
"1164" 2014-06-30 "NHS Borders" 2474 2355 119 4 0
"1165" 2014-06-30 "NHS Dumfries & Galloway" 4215 4126 89 0 0
"1166" 2014-06-30 "NHS Fife" 7963 7561 402 17 0
"1167" 2014-06-30 "NHS Forth Valley" 7049 6605 444 52 1
"1168" 2014-06-30 "NHS Grampian" 12411 11928 483 17 0
"1169" 2014-06-30 "NHS Greater Glasgow & Clyde" 39854 36400 3454 239 34
"1170" 2014-06-30 "NHS Highland" 9624 9357 267 4 0
"1171" 2014-06-30 "NHS Lanarkshire" 16718 14991 1727 159 29
"1172" 2014-06-30 "NHS Lothian" 21896 20714 1182 59 2
"1173" 2014-06-30 "NHS Orkney" 464 453 11 0 0
"1174" 2014-06-30 "NHS Shetland" 709 683 26 0 0
"1175" 2014-06-30 "NHS Tayside" 9733 9680 53 0 0
"1176" 2014-06-30 "NHS Western Isles" 709 699 10 0 0
"1177" 2014-07-31 "NHS Ayrshire & Arran" 11052 10714 338 27 3
"1178" 2014-07-31 "NHS Borders" 2549 2480 69 0 0
"1179" 2014-07-31 "NHS Dumfries & Galloway" 4326 4214 112 1 0
"1180" 2014-07-31 "NHS Fife" 7914 7569 345 17 2
"1181" 2014-07-31 "NHS Forth Valley" 6888 6489 399 35 0
"1182" 2014-07-31 "NHS Grampian" 12163 11688 475 20 1
"1183" 2014-07-31 "NHS Greater Glasgow & Clyde" 39373 36516 2857 71 0
"1184" 2014-07-31 "NHS Highland" 9695 9462 233 9 0
"1185" 2014-07-31 "NHS Lanarkshire" 16700 14973 1727 130 20
"1186" 2014-07-31 "NHS Lothian" 21286 20108 1178 77 5
"1187" 2014-07-31 "NHS Orkney" 489 484 5 0 0
"1188" 2014-07-31 "NHS Shetland" 703 680 23 1 0
"1189" 2014-07-31 "NHS Tayside" 10207 10132 75 0 0
"1190" 2014-07-31 "NHS Western Isles" 856 841 15 0 0
"1191" 2014-08-31 "NHS Ayrshire & Arran" 10489 10102 387 7 2
"1192" 2014-08-31 "NHS Borders" 2513 2391 122 1 0
"1193" 2014-08-31 "NHS Dumfries & Galloway" 4234 4077 157 2 0
"1194" 2014-08-31 "NHS Fife" 7614 7262 352 33 3
"1195" 2014-08-31 "NHS Forth Valley" 6760 6280 480 44 8
"1196" 2014-08-31 "NHS Grampian" 12019 11369 650 35 3
"1197" 2014-08-31 "NHS Greater Glasgow & Clyde" 38963 34949 4014 263 4
"1198" 2014-08-31 "NHS Highland" 9476 9184 292 10 1
"1199" 2014-08-31 "NHS Lanarkshire" 16422 14813 1609 125 23
"1200" 2014-08-31 "NHS Lothian" 21759 20236 1523 198 17
"1201" 2014-08-31 "NHS Orkney" 502 495 7 0 0
"1202" 2014-08-31 "NHS Shetland" 730 706 24 1 0
"1203" 2014-08-31 "NHS Tayside" 9724 9648 76 1 0
"1204" 2014-08-31 "NHS Western Isles" 757 744 13 0 0
"1205" 2014-09-30 "NHS Ayrshire & Arran" 10635 10100 535 25 4
"1206" 2014-09-30 "NHS Borders" 2550 2429 121 3 0
"1207" 2014-09-30 "NHS Dumfries & Galloway" 4195 4068 127 2 0
"1208" 2014-09-30 "NHS Fife" 7807 7505 302 15 1
